Connecting to host 10.100.0.19, port 5201
[  5] local 10.100.0.4 port 56072 connected to 10.100.0.19 port 5201
[  7] local 10.100.0.4 port 56076 connected to 10.100.0.19 port 5201
[  9] local 10.100.0.4 port 56086 connected to 10.100.0.19 port 5201
[ 11] local 10.100.0.4 port 56102 connected to 10.100.0.19 port 5201
[ 13] local 10.100.0.4 port 56112 connected to 10.100.0.19 port 5201
[ 15] local 10.100.0.4 port 56118 connected to 10.100.0.19 port 5201
[ 17] local 10.100.0.4 port 56122 connected to 10.100.0.19 port 5201
[ 19] local 10.100.0.4 port 56128 connected to 10.100.0.19 port 5201
[ 21] local 10.100.0.4 port 56144 connected to 10.100.0.19 port 5201
[ 23] local 10.100.0.4 port 56150 connected to 10.100.0.19 port 5201
[ 25] local 10.100.0.4 port 56152 connected to 10.100.0.19 port 5201
[ 27] local 10.100.0.4 port 56164 connected to 10.100.0.19 port 5201
[ 29] local 10.100.0.4 port 56176 connected to 10.100.0.19 port 5201
[ 31] local 10.100.0.4 port 56178 connected to 10.100.0.19 port 5201
[ 33] local 10.100.0.4 port 56184 connected to 10.100.0.19 port 5201
[ 35] local 10.100.0.4 port 56190 connected to 10.100.0.19 port 5201
[ 37] local 10.100.0.4 port 56206 connected to 10.100.0.19 port 5201
[ 39] local 10.100.0.4 port 56212 connected to 10.100.0.19 port 5201
[ 41] local 10.100.0.4 port 56218 connected to 10.100.0.19 port 5201
[ 43] local 10.100.0.4 port 56232 connected to 10.100.0.19 port 5201
[ 45] local 10.100.0.4 port 56234 connected to 10.100.0.19 port 5201
[ 47] local 10.100.0.4 port 56242 connected to 10.100.0.19 port 5201
[ 49] local 10.100.0.4 port 56258 connected to 10.100.0.19 port 5201
[ 51] local 10.100.0.4 port 56264 connected to 10.100.0.19 port 5201
[ 53] local 10.100.0.4 port 56272 connected to 10.100.0.19 port 5201
[ 55] local 10.100.0.4 port 56284 connected to 10.100.0.19 port 5201
[ 57] local 10.100.0.4 port 56300 connected to 10.100.0.19 port 5201
[ 59] local 10.100.0.4 port 56308 connected to 10.100.0.19 port 5201
[ 61] local 10.100.0.4 port 56312 connected to 10.100.0.19 port 5201
[ 63] local 10.100.0.4 port 56322 connected to 10.100.0.19 port 5201
[ 65] local 10.100.0.4 port 56338 connected to 10.100.0.19 port 5201
[ 67] local 10.100.0.4 port 56348 connected to 10.100.0.19 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec   122 MBytes  1.02 Gbits/sec  145    130 KBytes       
[  7]   0.00-1.00   sec   144 MBytes  1.20 Gbits/sec  169    137 KBytes       
[  9]   0.00-1.00   sec   127 MBytes  1.06 Gbits/sec  128    147 KBytes       
[ 11]   0.00-1.00   sec   125 MBytes  1.05 Gbits/sec  141    225 KBytes       
[ 13]   0.00-1.00   sec   122 MBytes  1.02 Gbits/sec  134    130 KBytes       
[ 15]   0.00-1.00   sec   125 MBytes  1.05 Gbits/sec  187    134 KBytes       
[ 17]   0.00-1.00   sec   122 MBytes  1.02 Gbits/sec  154    134 KBytes       
[ 19]   0.00-1.00   sec   265 MBytes  2.22 Gbits/sec  506    151 KBytes       
[ 21]   0.00-1.00   sec   120 MBytes  1.00 Gbits/sec   98    113 KBytes       
[ 23]   0.00-1.00   sec   118 MBytes   991 Mbits/sec   70    106 KBytes       
[ 25]   0.00-1.00   sec   116 MBytes   974 Mbits/sec  156    161 KBytes       
[ 27]   0.00-1.00   sec   151 MBytes  1.26 Gbits/sec  153    174 KBytes       
[ 29]   0.00-1.00   sec   128 MBytes  1.07 Gbits/sec  144    136 KBytes       
[ 31]   0.00-1.00   sec   127 MBytes  1.06 Gbits/sec  132    206 KBytes       
[ 33]   0.00-1.00   sec   149 MBytes  1.25 Gbits/sec  237    139 KBytes       
[ 35]   0.00-1.00   sec   115 MBytes   966 Mbits/sec  108    173 KBytes       
[ 37]   0.00-1.00   sec   133 MBytes  1.12 Gbits/sec  339   99.0 KBytes       
[ 39]   0.00-1.00   sec   112 MBytes   940 Mbits/sec  146    154 KBytes       
[ 41]   0.00-1.00   sec   158 MBytes  1.32 Gbits/sec  131    222 KBytes       
[ 43]   0.00-1.00   sec   125 MBytes  1.05 Gbits/sec  137    137 KBytes       
[ 45]   0.00-1.00   sec   247 MBytes  2.07 Gbits/sec  174    133 KBytes       
[ 47]   0.00-1.00   sec   146 MBytes  1.23 Gbits/sec  139    178 KBytes       
[ 49]   0.00-1.00   sec   155 MBytes  1.30 Gbits/sec  172    163 KBytes       
[ 51]   0.00-1.00   sec   126 MBytes  1.05 Gbits/sec  134    214 KBytes       
[ 53]   0.00-1.00   sec   139 MBytes  1.16 Gbits/sec  166    148 KBytes       
[ 55]   0.00-1.00   sec   111 MBytes   929 Mbits/sec  164    194 KBytes       
[ 57]   0.00-1.00   sec   130 MBytes  1.09 Gbits/sec  164    181 KBytes       
[ 59]   0.00-1.00   sec   118 MBytes   991 Mbits/sec  134   87.7 KBytes       
[ 61]   0.00-1.00   sec   123 MBytes  1.03 Gbits/sec  129    119 KBytes       
[ 63]   0.00-1.00   sec   147 MBytes  1.23 Gbits/sec  355    137 KBytes       
[ 65]   0.00-1.00   sec   102 MBytes   859 Mbits/sec  142    158 KBytes       
[ 67]   0.00-1.00   sec   160 MBytes  1.34 Gbits/sec  162    126 KBytes       
[SUM]   0.00-1.00   sec  4.30 GBytes  36.9 Gbits/sec  5450             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   1.00-2.00   sec   124 MBytes  1.04 Gbits/sec  203    120 KBytes       
[  7]   1.00-2.00   sec   138 MBytes  1.16 Gbits/sec  274    158 KBytes       
[  9]   1.00-2.00   sec   128 MBytes  1.08 Gbits/sec  283    174 KBytes       
[ 11]   1.00-2.00   sec   148 MBytes  1.25 Gbits/sec  140    134 KBytes       
[ 13]   1.00-2.00   sec   139 MBytes  1.17 Gbits/sec  231    173 KBytes       
[ 15]   1.00-2.00   sec   116 MBytes   970 Mbits/sec  141    192 KBytes       
[ 17]   1.00-2.00   sec   127 MBytes  1.07 Gbits/sec  181    147 KBytes       
[ 19]   1.00-2.00   sec   155 MBytes  1.30 Gbits/sec  203    156 KBytes       
[ 21]   1.00-2.00   sec   140 MBytes  1.17 Gbits/sec  154    153 KBytes       
[ 23]   1.00-2.00   sec   111 MBytes   929 Mbits/sec  214    123 KBytes       
[ 25]   1.00-2.00   sec   149 MBytes  1.25 Gbits/sec  270    130 KBytes       
[ 27]   1.00-2.00   sec   154 MBytes  1.30 Gbits/sec  205    124 KBytes       
[ 29]   1.00-2.00   sec   143 MBytes  1.20 Gbits/sec  217    120 KBytes       
[ 31]   1.00-2.00   sec   124 MBytes  1.04 Gbits/sec  221    119 KBytes       
[ 33]   1.00-2.00   sec   152 MBytes  1.27 Gbits/sec  179    160 KBytes       
[ 35]   1.00-2.00   sec   149 MBytes  1.25 Gbits/sec  174    156 KBytes       
[ 37]   1.00-2.00   sec   137 MBytes  1.15 Gbits/sec  172    167 KBytes       
[ 39]   1.00-2.00   sec   113 MBytes   945 Mbits/sec  206   94.7 KBytes       
[ 41]   1.00-2.00   sec   148 MBytes  1.24 Gbits/sec  244    154 KBytes       
[ 43]   1.00-2.00   sec   138 MBytes  1.15 Gbits/sec  136    120 KBytes       
[ 45]   1.00-2.00   sec   139 MBytes  1.17 Gbits/sec  171    126 KBytes       
[ 47]   1.00-2.00   sec   148 MBytes  1.24 Gbits/sec  249    141 KBytes       
[ 49]   1.00-2.00   sec   151 MBytes  1.26 Gbits/sec  183    170 KBytes       
[ 51]   1.00-2.00   sec   149 MBytes  1.25 Gbits/sec  254    148 KBytes       
[ 53]   1.00-2.00   sec   122 MBytes  1.03 Gbits/sec  168    107 KBytes       
[ 55]   1.00-2.00   sec   144 MBytes  1.21 Gbits/sec  231    126 KBytes       
[ 57]   1.00-2.00   sec   124 MBytes  1.04 Gbits/sec  243    127 KBytes       
[ 59]   1.00-2.00   sec   123 MBytes  1.03 Gbits/sec  314   91.9 KBytes       
[ 61]   1.00-2.00   sec   116 MBytes   977 Mbits/sec  189    199 KBytes       
[ 63]   1.00-2.00   sec   124 MBytes  1.04 Gbits/sec  193    171 KBytes       
[ 65]   1.00-2.00   sec   126 MBytes  1.06 Gbits/sec  185    124 KBytes       
[ 67]   1.00-2.00   sec   130 MBytes  1.09 Gbits/sec  243    119 KBytes       
[SUM]   1.00-2.00   sec  4.23 GBytes  36.3 Gbits/sec  6671             
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   2.00-3.00   sec   136 MBytes  1.14 Gbits/sec  145    146 KBytes       
[  7]   2.00-3.00   sec   142 MBytes  1.19 Gbits/sec  206    109 KBytes       
[  9]   2.00-3.00   sec   131 MBytes  1.10 Gbits/sec  217   93.3 KBytes       
[ 11]   2.00-3.00   sec   129 MBytes  1.09 Gbits/sec  266    115 KBytes       
[ 13]   2.00-3.00   sec   140 MBytes  1.18 Gbits/sec  298    116 KBytes       
[ 15]   2.00-3.00   sec   119 MBytes   999 Mbits/sec  242    139 KBytes       
[ 17]   2.00-3.00   sec   123 MBytes  1.04 Gbits/sec  299    120 KBytes       
